2014-05-17 20:33:24.080256,2
2014-05-17 20:44:35.509879,2
2014-05-17 20:48:09.059137,2
2014-05-17 20:53:22.633902,2
2014-05-17 22:44:06.606746,6
2014-05-17 22:49:41.651592,8
2014-05-17 23:07:18.170244,8
2014-05-18 18:34:14.522793,8
2014-05-18 18:42:41.570903,8
2014-05-19 15:04:19.276140,8
2014-05-19 15:12:14.385768,78
2014-05-24 19:43:32.984042,22
2014-05-24 19:49:00.169748,22
2014-05-24 19:50:36.147409,4
2014-05-27 00:15:10.206891,4
2014-05-27 00:17:05.923719,4
2014-05-27 00:21:47.051275,4
2014-05-27 00:25:28.454489,4
2014-05-27 00:29:32.846418,4
2014-05-27 00:32:53.857777,4
2014-05-27 11:35:01.561665,4
2014-05-27 13:43:31.236699,4
2014-05-27 13:51:38.666480,4
2014-05-27 14:21:17.067365,4
2014-05-27 14:35:16.756916,4
2014-05-27 15:22:53.455398,4
2014-05-27 21:34:56.217909,4
2014-05-27 22:26:22.475728,4
2014-05-27 22:46:14.233773,4
2014-05-27 23:01:30.207457,4
2014-05-28 00:18:59.814429,4
2014-05-28 00:57:36.351449,4
2014-05-28 00:58:41.038698,4
2014-05-28 01:00:27.399521,4
2014-05-28 01:08:53.941715,8
2014-05-28 11:23:43.834374,8
2014-05-28 12:35:38.132685,8
2014-05-28 12:39:28.443662,16
2014-05-28 12:42:37.640252,16
2014-05-28 12:43:54.883153,16
2014-05-28 12:48:29.890957,8
2014-05-28 13:00:24.513950,8
2014-05-28 13:25:35.127013,16
2014-05-28 15:09:27.646679,8
2014-05-29 10:21:33.745464,0
2014-05-29 10:23:46.955549,0
2014-05-29 10:28:55.356179,0
2014-05-29 10:29:45.472570,0
2014-05-29 10:31:52.757862,0
2014-05-29 10:32:18.857803,0
2014-05-29 10:33:08.794350,0
2014-05-29 10:33:57.898536,8
2014-05-29 10:47:28.790512,16
2014-05-29 10:51:45.794204,16
2014-05-29 10:55:57.589800,16
2014-05-29 11:01:17.654602,16
2014-05-29 11:19:09.249815,16
2014-05-29 11:28:28.708562,8
2014-05-29 11:45:19.712421,8
2014-05-29 12:11:30.581872,8
2014-05-29 12:17:45.291457,0
2014-05-29 12:37:05.415011,0
2014-05-29 12:38:47.057236,0
2014-05-29 12:43:12.335050,4
2014-05-29 12:48:04.731313,8
