10.0.0.57;10.0.0.100;1
10.0.0.9;10.0.0.99;-1
10.0.0.38;10.0.0.163;1
10.0.0.3;10.0.0.99;-1
10.0.0.42;10.0.0.162;1
10.0.0.39;10.0.0.165;1
10.0.0.37;10.0.0.170;1
10.0.0.41;10.0.0.166;1
10.0.0.37;10.0.0.170;1
10.0.0.153;10.0.0.2;-1
10.0.0.170;10.0.0.103;-1
10.0.0.130;10.0.0.147;1
10.0.0.129;10.0.0.154;1
10.0.0.179;10.0.0.162;1
10.0.0.134;10.0.0.151;1
10.0.0.134;10.0.0.154;1
10.0.0.10;10.0.0.33;1
10.0.0.58;10.0.0.98;1
10.0.0.53;10.0.0.104;1
10.0.0.137;10.0.0.151;1
10.0.0.133;10.0.0.147;1
10.0.0.134;10.0.0.146;1
10.0.0.133;10.0.0.152;1
10.0.0.138;10.0.0.149;1
10.0.0.132;10.0.0.153;1
10.0.0.40;10.0.0.161;1
10.0.0.26;10.0.0.54;1
10.0.0.21;10.0.0.49;1
10.0.0.177;10.0.0.166;1
10.0.0.132;10.0.0.148;1
10.0.0.186;10.0.0.163;1
10.0.0.10;10.0.0.34;1
10.0.0.7;10.0.0.33;1
10.0.0.147;10.0.0.10;1
10.0.0.42;10.0.0.167;1
10.0.0.5;10.0.0.106;1
10.0.0.87;10.0.0.10;1
10.0.0.177;10.0.0.163;1
10.0.0.177;10.0.0.169;1
10.0.0.6;10.0.0.33;1
10.0.0.147;10.0.0.9;1
10.0.0.146;10.0.0.4;1
10.0.0.145;10.0.0.8;1
10.0.0.85;10.0.0.9;1
10.0.0.8;10.0.0.97;1
10.0.0.54;10.0.0.101;1
10.0.0.25;10.0.0.51;-1
10.0.0.5;10.0.0.99;-1
10.0.0.3;10.0.0.97;-1
10.0.0.186;10.0.0.164;-1
10.0.0.146;10.0.0.211;1
10.0.0.146;10.0.0.212;1
10.0.0.165;10.0.0.103;-1
10.0.0.83;10.0.0.3;-1
10.0.0.83;10.0.0.9;-1
10.0.0.148;10.0.0.211;1
10.0.0.147;10.0.0.209;1
10.0.0.154;10.0.0.211;1
10.0.0.150;10.0.0.209;1
10.0.0.145;10.0.0.217;1
10.0.0.147;10.0.0.214;1
10.0.0.154;10.0.0.218;1
10.0.0.149;10.0.0.211;1
10.0.0.147;10.0.0.214;1
10.0.0.145;10.0.0.211;1
10.0.0.3;10.0.0.98;-1
10.0.0.19;10.0.0.50;-1
10.0.0.1;10.0.0.102;-1
10.0.0.169;10.0.0.101;-1
10.0.0.58;10.0.0.98;-1
10.0.0.164;10.0.0.97;-1
10.0.0.180;10.0.0.136;1
10.0.0.184;10.0.0.131;1
10.0.0.177;10.0.0.137;1
10.0.0.185;10.0.0.132;1
10.0.0.178;10.0.0.138;1
10.0.0.180;10.0.0.133;1
10.0.0.52;10.0.0.105;-1
10.0.0.152;10.0.0.3;-1
10.0.0.3;10.0.0.99;-1
10.0.0.90;10.0.0.1;-1
10.0.0.38;10.0.0.163;-1
10.0.0.19;10.0.0.53;-1
10.0.0.178;10.0.0.164;-1
10.0.0.137;10.0.0.177;1
10.0.0.129;10.0.0.154;-1
10.0.0.134;10.0.0.146;-1
10.0.0.132;10.0.0.153;-1
10.0.0.130;10.0.0.147;-1
10.0.0.138;10.0.0.149;-1
10.0.0.137;10.0.0.151;-1
10.0.0.133;10.0.0.152;-1
10.0.0.133;10.0.0.147;-1
10.0.0.134;10.0.0.151;-1
10.0.0.134;10.0.0.154;-1
10.0.0.132;10.0.0.148;-1
10.0.0.177;10.0.0.163;-1
10.0.0.154;10.0.0.211;-1
10.0.0.177;10.0.0.169;-1
10.0.0.42;10.0.0.58;1
10.0.0.38;10.0.0.55;1
10.0.0.38;10.0.0.54;1
10.0.0.40;10.0.0.53;1
10.0.0.147;10.0.0.10;-1
10.0.0.161;10.0.0.100;-1
10.0.0.42;10.0.0.167;-1
10.0.0.146;10.0.0.4;-1
10.0.0.57;10.0.0.98;-1
10.0.0.147;10.0.0.214;-1
10.0.0.145;10.0.0.8;-1
10.0.0.58;10.0.0.98;-1
10.0.0.180;10.0.0.136;-1
10.0.0.185;10.0.0.53;1
10.0.0.185;10.0.0.50;1
10.0.0.177;10.0.0.58;1
10.0.0.184;10.0.0.58;1
10.0.0.19;10.0.0.54;-1
10.0.0.54;10.0.0.103;-1
10.0.0.186;10.0.0.54;1
10.0.0.152;10.0.0.215;1
10.0.0.152;10.0.0.217;1
10.0.0.153;10.0.0.218;1
10.0.0.149;10.0.0.7;1
10.0.0.149;10.0.0.211;1
10.0.0.149;10.0.0.7;1
10.0.0.50;10.0.0.106;1
10.0.0.57;10.0.0.100;1
10.0.0.86;10.0.0.7;1
10.0.0.89;10.0.0.1;1
10.0.0.149;10.0.0.5;1
10.0.0.35;10.0.0.164;1
10.0.0.151;10.0.0.214;1
10.0.0.178;10.0.0.50;1
10.0.0.81;10.0.0.7;1
10.0.0.41;10.0.0.52;1
10.0.0.7;10.0.0.106;1
10.0.0.36;10.0.0.54;1
10.0.0.166;10.0.0.106;1
10.0.0.6;10.0.0.100;1
10.0.0.83;10.0.0.6;1
10.0.0.151;10.0.0.215;1
10.0.0.22;10.0.0.55;1
10.0.0.21;10.0.0.50;1
10.0.0.37;10.0.0.52;1
10.0.0.56;10.0.0.103;1
10.0.0.154;10.0.0.6;-1
10.0.0.154;10.0.0.2;-1
10.0.0.151;10.0.0.86;1
10.0.0.145;10.0.0.86;1
10.0.0.146;10.0.0.86;1
10.0.0.148;10.0.0.87;1
10.0.0.145;10.0.0.87;1
10.0.0.37;10.0.0.170;-1
10.0.0.10;10.0.0.103;-1
10.0.0.177;10.0.0.137;-1
10.0.0.146;10.0.0.85;1
10.0.0.154;10.0.0.88;1
10.0.0.149;10.0.0.83;1
10.0.0.148;10.0.0.82;1
10.0.0.148;10.0.0.81;1
10.0.0.152;10.0.0.90;1
10.0.0.145;10.0.0.81;1
10.0.0.149;10.0.0.86;1
10.0.0.25;10.0.0.57;-1
10.0.0.8;10.0.0.35;-1
10.0.0.8;10.0.0.40;-1
10.0.0.55;10.0.0.22;1
10.0.0.84;10.0.0.9;-1
10.0.0.150;10.0.0.209;-1
10.0.0.5;10.0.0.100;-1
10.0.0.135;10.0.0.72;1
10.0.0.131;10.0.0.65;1
10.0.0.129;10.0.0.68;1
10.0.0.132;10.0.0.72;1
10.0.0.21;10.0.0.49;-1
10.0.0.7;10.0.0.104;-1
10.0.0.169;10.0.0.103;-1
10.0.0.82;10.0.0.7;-1
10.0.0.177;10.0.0.166;-1
10.0.0.180;10.0.0.133;-1
10.0.0.146;10.0.0.211;-1
10.0.0.131;10.0.0.70;1
10.0.0.137;10.0.0.72;1
10.0.0.137;10.0.0.71;1
10.0.0.147;10.0.0.9;-1
10.0.0.89;10.0.0.1;-1
10.0.0.146;10.0.0.86;-1
10.0.0.180;10.0.0.164;-1
10.0.0.179;10.0.0.166;-1
10.0.0.51;10.0.0.194;1
10.0.0.58;10.0.0.195;1
10.0.0.58;10.0.0.200;1
10.0.0.54;10.0.0.196;1
10.0.0.51;10.0.0.198;1
10.0.0.51;10.0.0.201;1
10.0.0.55;10.0.0.202;1
10.0.0.53;10.0.0.196;1
10.0.0.52;10.0.0.194;1
10.0.0.52;10.0.0.202;1
10.0.0.50;10.0.0.202;1
10.0.0.149;10.0.0.83;-1
10.0.0.50;10.0.0.196;1
10.0.0.54;10.0.0.193;1
10.0.0.145;10.0.0.4;-1
10.0.0.22;10.0.0.55;-1
10.0.0.21;10.0.0.50;-1
10.0.0.154;10.0.0.88;-1
10.0.0.133;10.0.0.41;1
10.0.0.131;10.0.0.34;1
10.0.0.130;10.0.0.41;1
10.0.0.135;10.0.0.33;1
10.0.0.146;10.0.0.6;-1
10.0.0.163;10.0.0.102;-1
10.0.0.81;10.0.0.7;-1
10.0.0.135;10.0.0.33;1
10.0.0.133;10.0.0.66;1
10.0.0.136;10.0.0.67;1
10.0.0.23;10.0.0.56;1
10.0.0.5;10.0.0.100;1
10.0.0.56;10.0.0.197;1
10.0.0.58;10.0.0.201;1
10.0.0.10;10.0.0.39;1
10.0.0.23;10.0.0.58;1
10.0.0.38;10.0.0.53;1
10.0.0.180;10.0.0.57;1
10.0.0.82;10.0.0.9;1
10.0.0.180;10.0.0.58;1
10.0.0.148;10.0.0.215;1
10.0.0.39;10.0.0.169;1
10.0.0.40;10.0.0.165;1
10.0.0.40;10.0.0.164;1
10.0.0.183;10.0.0.161;1
10.0.0.183;10.0.0.135;1
10.0.0.186;10.0.0.162;1
10.0.0.133;10.0.0.38;1
10.0.0.145;10.0.0.212;1
10.0.0.88;10.0.0.8;1
10.0.0.145;10.0.0.216;1
10.0.0.147;10.0.0.9;1
10.0.0.148;10.0.0.10;1
10.0.0.20;10.0.0.55;1
10.0.0.18;10.0.0.53;1
10.0.0.151;10.0.0.213;1
10.0.0.180;10.0.0.131;1
10.0.0.180;10.0.0.161;1
10.0.0.83;10.0.0.10;1
10.0.0.185;10.0.0.138;1
10.0.0.147;10.0.0.212;1
10.0.0.8;10.0.0.33;1
10.0.0.164;10.0.0.105;1
10.0.0.131;10.0.0.65;-1
10.0.0.86;10.0.0.4;-1
10.0.0.153;10.0.0.218;-1
10.0.0.6;10.0.0.232;1
10.0.0.10;10.0.0.229;1
10.0.0.5;10.0.0.231;1
10.0.0.5;10.0.0.234;1
10.0.0.8;10.0.0.234;1
10.0.0.8;10.0.0.229;1
10.0.0.9;10.0.0.234;1
10.0.0.7;10.0.0.230;1
10.0.0.9;10.0.0.227;1
10.0.0.3;10.0.0.232;1
10.0.0.8;10.0.0.232;1
10.0.0.4;10.0.0.228;1
10.0.0.56;10.0.0.103;-1
10.0.0.1;10.0.0.37;-1
10.0.0.87;10.0.0.10;-1
10.0.0.2;10.0.0.234;1
10.0.0.10;10.0.0.225;1
10.0.0.51;10.0.0.198;-1
10.0.0.199;10.0.0.7;1
10.0.0.196;10.0.0.1;1
10.0.0.198;10.0.0.3;1
10.0.0.198;10.0.0.5;1
10.0.0.199;10.0.0.6;1
10.0.0.201;10.0.0.10;1
10.0.0.197;10.0.0.5;1
10.0.0.198;10.0.0.4;1
10.0.0.195;10.0.0.9;1
10.0.0.197;10.0.0.7;1
10.0.0.166;10.0.0.106;-1
10.0.0.145;10.0.0.87;-1
10.0.0.178;10.0.0.169;-1
10.0.0.178;10.0.0.138;-1
10.0.0.185;10.0.0.50;-1
10.0.0.202;10.0.0.2;1
10.0.0.132;10.0.0.72;-1
10.0.0.53;10.0.0.104;-1
10.0.0.50;10.0.0.196;-1
10.0.0.185;10.0.0.132;-1
10.0.0.166;10.0.0.3;1
10.0.0.168;10.0.0.9;1
10.0.0.164;10.0.0.2;1
10.0.0.164;10.0.0.3;1
10.0.0.169;10.0.0.10;1
10.0.0.163;10.0.0.7;1
10.0.0.164;10.0.0.9;1
10.0.0.133;10.0.0.66;-1
10.0.0.55;10.0.0.101;-1
10.0.0.10;10.0.0.34;-1
10.0.0.52;10.0.0.194;-1
10.0.0.54;10.0.0.193;-1
10.0.0.131;10.0.0.34;-1
10.0.0.83;10.0.0.10;-1
10.0.0.180;10.0.0.161;-1
10.0.0.151;10.0.0.214;-1
10.0.0.170;10.0.0.3;1
10.0.0.169;10.0.0.4;1
10.0.0.164;10.0.0.8;1
10.0.0.23;10.0.0.56;-1
10.0.0.40;10.0.0.161;-1
10.0.0.5;10.0.0.100;-1
10.0.0.18;10.0.0.53;-1
10.0.0.82;10.0.0.4;-1
10.0.0.148;10.0.0.87;-1
10.0.0.149;10.0.0.5;-1
10.0.0.185;10.0.0.53;-1
10.0.0.154;10.0.0.115;1
10.0.0.147;10.0.0.117;1
10.0.0.37;10.0.0.170;-1
10.0.0.20;10.0.0.49;-1
10.0.0.10;10.0.0.33;-1
10.0.0.10;10.0.0.39;-1
10.0.0.85;10.0.0.9;-1
10.0.0.148;10.0.0.211;-1
10.0.0.147;10.0.0.214;-1
10.0.0.145;10.0.0.211;-1
10.0.0.146;10.0.0.113;1
10.0.0.145;10.0.0.114;1
10.0.0.9;10.0.0.227;-1
10.0.0.83;10.0.0.6;-1
10.0.0.5;10.0.0.132;1
10.0.0.2;10.0.0.133;1
10.0.0.6;10.0.0.131;1
10.0.0.5;10.0.0.134;1
10.0.0.6;10.0.0.137;1
10.0.0.3;10.0.0.131;1
10.0.0.4;10.0.0.137;1
10.0.0.5;10.0.0.133;1
10.0.0.3;10.0.0.137;1
10.0.0.3;10.0.0.135;1
10.0.0.2;10.0.0.134;1
10.0.0.17;10.0.0.57;-1
10.0.0.40;10.0.0.53;-1
10.0.0.39;10.0.0.165;-1
10.0.0.183;10.0.0.135;-1
10.0.0.153;10.0.0.2;1
10.0.0.135;10.0.0.67;1
10.0.0.4;10.0.0.225;1
10.0.0.197;10.0.0.9;1
10.0.0.150;10.0.0.8;1
10.0.0.164;10.0.0.10;1
10.0.0.84;10.0.0.7;1
10.0.0.168;10.0.0.8;1
10.0.0.148;10.0.0.10;-1
10.0.0.8;10.0.0.229;-1
10.0.0.129;10.0.0.68;1
10.0.0.137;10.0.0.71;-1
10.0.0.145;10.0.0.212;-1
10.0.0.9;10.0.0.234;1
10.0.0.41;10.0.0.166;-1
10.0.0.5;10.0.0.34;1
10.0.0.58;10.0.0.195;-1
10.0.0.181;10.0.0.134;1
10.0.0.154;10.0.0.90;1
10.0.0.194;10.0.0.1;1
10.0.0.21;10.0.0.51;1
10.0.0.50;10.0.0.100;1
10.0.0.89;10.0.0.1;1
10.0.0.180;10.0.0.166;1
10.0.0.186;10.0.0.166;1
10.0.0.131;10.0.0.65;1
10.0.0.54;10.0.0.209;1
10.0.0.37;10.0.0.163;1
10.0.0.179;10.0.0.137;1
10.0.0.177;10.0.0.164;1
10.0.0.169;10.0.0.5;1
10.0.0.162;10.0.0.100;1
10.0.0.181;10.0.0.54;1
10.0.0.168;10.0.0.1;1
10.0.0.147;10.0.0.3;1
10.0.0.26;10.0.0.57;1
10.0.0.42;10.0.0.57;1
10.0.0.54;10.0.0.102;1
10.0.0.35;10.0.0.58;1
10.0.0.185;10.0.0.57;1
10.0.0.36;10.0.0.167;1
10.0.0.49;10.0.0.194;1
10.0.0.7;10.0.0.134;1
10.0.0.1;10.0.0.131;1
10.0.0.153;10.0.0.214;1
10.0.0.150;10.0.0.211;1
10.0.0.52;10.0.0.201;1
10.0.0.152;10.0.0.89;1
10.0.0.129;10.0.0.37;1
10.0.0.8;10.0.0.37;1
10.0.0.8;10.0.0.98;1
10.0.0.53;10.0.0.218;1
10.0.0.199;10.0.0.4;1
10.0.0.180;10.0.0.137;1
10.0.0.6;10.0.0.229;1
10.0.0.40;10.0.0.56;1
10.0.0.148;10.0.0.117;1
10.0.0.6;10.0.0.102;1
10.0.0.8;10.0.0.37;1
10.0.0.169;10.0.0.100;1
10.0.0.163;10.0.0.101;1
10.0.0.148;10.0.0.85;1
10.0.0.146;10.0.0.81;1
10.0.0.36;10.0.0.49;1
10.0.0.34;10.0.0.170;1
10.0.0.17;10.0.0.53;1
10.0.0.53;10.0.0.100;1
10.0.0.54;10.0.0.218;1
10.0.0.56;10.0.0.218;1
10.0.0.58;10.0.0.213;1
10.0.0.55;10.0.0.211;1
10.0.0.56;10.0.0.218;1
10.0.0.198;10.0.0.3;-1
10.0.0.198;10.0.0.4;-1
10.0.0.169;10.0.0.10;-1
10.0.0.169;10.0.0.4;-1
10.0.0.57;10.0.0.100;-1
10.0.0.8;10.0.0.33;-1
10.0.0.51;10.0.0.209;1
10.0.0.53;10.0.0.215;1
10.0.0.38;10.0.0.54;-1
10.0.0.42;10.0.0.162;-1
10.0.0.186;10.0.0.163;-1
10.0.0.2;10.0.0.148;1
10.0.0.151;10.0.0.213;-1
10.0.0.149;10.0.0.211;-1
10.0.0.152;10.0.0.215;-1
10.0.0.151;10.0.0.215;-1
10.0.0.147;10.0.0.209;-1
10.0.0.145;10.0.0.216;-1
10.0.0.148;10.0.0.215;-1
10.0.0.152;10.0.0.217;-1
10.0.0.150;10.0.0.211;-1
10.0.0.153;10.0.0.214;-1
10.0.0.147;10.0.0.212;-1
10.0.0.154;10.0.0.218;-1
10.0.0.149;10.0.0.211;-1
10.0.0.145;10.0.0.217;-1
10.0.0.146;10.0.0.212;-1
10.0.0.131;10.0.0.70;-1
10.0.0.145;10.0.0.86;-1
10.0.0.129;10.0.0.68;-1
10.0.0.2;10.0.0.134;-1
10.0.0.148;10.0.0.82;-1
10.0.0.161;10.0.0.184;1
10.0.0.165;10.0.0.177;1
10.0.0.161;10.0.0.183;1
10.0.0.166;10.0.0.180;1
10.0.0.166;10.0.0.186;1
10.0.0.164;10.0.0.177;1
10.0.0.3;10.0.0.232;-1
10.0.0.164;10.0.0.9;-1
10.0.0.37;10.0.0.52;-1
10.0.0.5;10.0.0.106;-1
10.0.0.37;10.0.0.163;-1
10.0.0.178;10.0.0.50;-1
10.0.0.180;10.0.0.58;-1
10.0.0.180;10.0.0.137;-1
10.0.0.113;10.0.0.3;1
10.0.0.114;10.0.0.6;1
10.0.0.4;10.0.0.137;-1
10.0.0.147;10.0.0.9;-1
10.0.0.129;10.0.0.37;-1
10.0.0.162;10.0.0.98;-1
10.0.0.8;10.0.0.37;-1
10.0.0.5;10.0.0.231;-1
10.0.0.52;10.0.0.201;-1
10.0.0.197;10.0.0.7;-1
10.0.0.169;10.0.0.5;-1
10.0.0.17;10.0.0.53;-1
10.0.0.122;10.0.0.1;1
10.0.0.116;10.0.0.2;1
10.0.0.148;10.0.0.2;-1
10.0.0.39;10.0.0.169;-1
10.0.0.5;10.0.0.234;-1
10.0.0.195;10.0.0.9;-1
10.0.0.186;10.0.0.165;-1
10.0.0.2;10.0.0.148;-1
10.0.0.138;10.0.0.213;1
10.0.0.134;10.0.0.211;1
10.0.0.136;10.0.0.211;1
10.0.0.135;10.0.0.209;1
10.0.0.135;10.0.0.218;1
10.0.0.134;10.0.0.209;1
10.0.0.129;10.0.0.213;1
10.0.0.138;10.0.0.213;1
10.0.0.129;10.0.0.212;1
10.0.0.131;10.0.0.217;1
10.0.0.133;10.0.0.209;1
10.0.0.132;10.0.0.209;1
10.0.0.40;10.0.0.164;-1
10.0.0.6;10.0.0.100;-1
10.0.0.148;10.0.0.81;-1
10.0.0.181;10.0.0.54;-1
10.0.0.129;10.0.0.218;1
10.0.0.133;10.0.0.216;1
10.0.0.137;10.0.0.177;-1
10.0.0.8;10.0.0.105;-1
10.0.0.90;10.0.0.7;-1
10.0.0.184;10.0.0.161;-1
10.0.0.177;10.0.0.165;-1
10.0.0.183;10.0.0.161;-1
10.0.0.180;10.0.0.166;-1
10.0.0.186;10.0.0.166;-1
10.0.0.177;10.0.0.164;-1
10.0.0.1;10.0.0.131;1
10.0.0.3;10.0.0.97;1
10.0.0.195;10.0.0.9;1
10.0.0.154;10.0.0.113;1
10.0.0.54;10.0.0.103;1
10.0.0.51;10.0.0.213;1
10.0.0.154;10.0.0.85;1
10.0.0.183;10.0.0.50;1
10.0.0.36;10.0.0.163;1
10.0.0.97;10.0.0.163;1
10.0.0.151;10.0.0.116;1
10.0.0.2;10.0.0.233;1
10.0.0.55;10.0.0.197;1
10.0.0.58;10.0.0.194;1
10.0.0.33;10.0.0.168;1
10.0.0.38;10.0.0.162;1
10.0.0.138;10.0.0.218;1
10.0.0.185;10.0.0.168;1
10.0.0.179;10.0.0.170;1
10.0.0.184;10.0.0.135;1
10.0.0.1;10.0.0.102;1
10.0.0.119;10.0.0.2;1
10.0.0.164;10.0.0.1;1
10.0.0.106;10.0.0.168;1
10.0.0.145;10.0.0.121;1
10.0.0.52;10.0.0.216;1
10.0.0.53;10.0.0.99;1
10.0.0.8;10.0.0.134;1
10.0.0.50;10.0.0.201;1
10.0.0.122;10.0.0.2;1
10.0.0.25;10.0.0.57;1
10.0.0.87;10.0.0.1;1
10.0.0.37;10.0.0.54;1
10.0.0.6;10.0.0.40;1
10.0.0.1;10.0.0.35;1
10.0.0.152;10.0.0.86;1
10.0.0.162;10.0.0.10;1
10.0.0.152;10.0.0.10;1
10.0.0.51;10.0.0.106;1
10.0.0.152;10.0.0.120;1
10.0.0.37;10.0.0.54;1
10.0.0.37;10.0.0.51;1
10.0.0.18;10.0.0.51;1
10.0.0.193;10.0.0.9;1
10.0.0.24;10.0.0.50;1
10.0.0.35;10.0.0.53;1
10.0.0.202;10.0.0.8;1
10.0.0.182;10.0.0.135;1
10.0.0.164;10.0.0.5;1
10.0.0.186;10.0.0.133;1
10.0.0.9;10.0.0.137;1
10.0.0.57;10.0.0.103;1
10.0.0.49;10.0.0.215;1
10.0.0.41;10.0.0.49;1
10.0.0.35;10.0.0.53;1
10.0.0.130;10.0.0.35;1
10.0.0.131;10.0.0.73;1
10.0.0.131;10.0.0.72;1
10.0.0.19;10.0.0.49;1
10.0.0.147;10.0.0.113;1
10.0.0.146;10.0.0.7;1
10.0.0.168;10.0.0.102;1
10.0.0.168;10.0.0.185;1
10.0.0.10;10.0.0.99;1
10.0.0.182;10.0.0.129;1
10.0.0.3;10.0.0.101;1
10.0.0.167;10.0.0.101;1
10.0.0.34;10.0.0.55;1
10.0.0.135;10.0.0.67;-1
10.0.0.131;10.0.0.65;-1
10.0.0.147;10.0.0.117;-1
10.0.0.148;10.0.0.1;-1
10.0.0.50;10.0.0.202;-1
10.0.0.7;10.0.0.230;-1
10.0.0.163;10.0.0.7;-1
10.0.0.7;10.0.0.105;-1
10.0.0.7;10.0.0.106;-1
10.0.0.135;10.0.0.33;-1
10.0.0.100;10.0.0.169;1
10.0.0.101;10.0.0.163;1
10.0.0.10;10.0.0.99;1
10.0.0.3;10.0.0.101;1
10.0.0.167;10.0.0.101;1
10.0.0.101;10.0.0.167;1
10.0.0.168;10.0.0.102;1
10.0.0.102;10.0.0.168;1
10.0.0.8;10.0.0.233;1
10.0.0.9;10.0.0.102;1
10.0.0.146;10.0.0.7;1
10.0.0.182;10.0.0.129;1
10.0.0.105;10.0.0.164;1
10.0.0.3;10.0.0.135;-1
10.0.0.168;10.0.0.1;-1
10.0.0.7;10.0.0.34;-1
10.0.0.58;10.0.0.201;-1
10.0.0.146;10.0.0.81;-1
10.0.0.7;10.0.0.212;1
10.0.0.2;10.0.0.218;1
10.0.0.3;10.0.0.210;1
10.0.0.7;10.0.0.211;1
10.0.0.2;10.0.0.211;1
10.0.0.7;10.0.0.34;1
10.0.0.7;10.0.0.210;1
10.0.0.6;10.0.0.102;-1
10.0.0.23;10.0.0.56;-1
10.0.0.10;10.0.0.41;-1
10.0.0.54;10.0.0.218;-1
10.0.0.10;10.0.0.41;1
10.0.0.5;10.0.0.58;1
10.0.0.6;10.0.0.51;1
10.0.0.3;10.0.0.54;1
10.0.0.1;10.0.0.53;1
10.0.0.10;10.0.0.51;1
10.0.0.5;10.0.0.54;1
10.0.0.129;10.0.0.68;-1
10.0.0.154;10.0.0.115;-1
10.0.0.146;10.0.0.113;-1
10.0.0.145;10.0.0.114;-1
10.0.0.50;10.0.0.100;-1
10.0.0.4;10.0.0.97;-1
10.0.0.135;10.0.0.218;-1
10.0.0.42;10.0.0.57;-1
10.0.0.8;10.0.0.232;-1
10.0.0.86;10.0.0.9;-1
10.0.0.164;10.0.0.8;-1
10.0.0.49;10.0.0.194;-1
10.0.0.1;10.0.0.58;1
10.0.0.9;10.0.0.58;1
10.0.0.7;10.0.0.56;1
10.0.0.7;10.0.0.49;1
10.0.0.2;10.0.0.53;1
10.0.0.4;10.0.0.97;1
10.0.0.38;10.0.0.55;-1
10.0.0.51;10.0.0.194;-1
10.0.0.161;10.0.0.183;-1
10.0.0.135;10.0.0.167;1
10.0.0.134;10.0.0.168;1
10.0.0.164;10.0.0.1;-1
10.0.0.138;10.0.0.218;-1
10.0.0.37;10.0.0.51;-1
10.0.0.169;10.0.0.100;-1
10.0.0.41;10.0.0.49;-1
10.0.0.9;10.0.0.137;-1
10.0.0.163;10.0.0.101;-1
10.0.0.3;10.0.0.101;-1
10.0.0.101;10.0.0.167;-1
10.0.0.168;10.0.0.102;-1
10.0.0.102;10.0.0.168;-1
10.0.0.152;10.0.0.10;-1
10.0.0.166;10.0.0.186;-1
10.0.0.88;10.0.0.8;-1
10.0.0.131;10.0.0.163;1
10.0.0.138;10.0.0.163;1
