2,0.01,1,16
2,0.01,0,16
2,0.01,0.1,16
2,0.01,0.2,16
2,0.01,0.3,16
2,0.01,0.4,16
2,0.01,0.5,16
2,0.01,0.6,16
2,0.01,0.7,16
2,0.01,0.8,16
2,0.01,0.9,16
2,0.001,1,16
2,0.001,0,16
2,0.001,0.1,16
2,0.001,0.2,16
2,0.001,0.3,16
2,0.001,0.4,16
2,0.001,0.5,16
2,0.001,0.6,16
2,0.001,0.7,16
2,0.001,0.8,16
2,0.001,0.9,16
2,0.0001,1,16
2,0.0001,0,16
2,0.0001,0.1,16
2,0.0001,0.2,16
2,0.0001,0.3,16
2,0.0001,0.4,16
2,0.0001,0.5,16
2,0.0001,0.6,16
2,0.0001,0.7,16
2,0.0001,0.8,16
2,0.0001,0.9,16
2,0.00001,1,16
2,0.00001,0,16
2,0.00001,0.1,16
2,0.00001,0.2,16
2,0.00001,0.3,16
2,0.00001,0.4,16
2,0.00001,0.5,16
2,0.00001,0.6,16
2,0.00001,0.7,16
2,0.00001,0.8,16
2,0.00001,0.9,16
2,0.000001,1,16
2,0.000001,0,16
2,0.000001,0.1,16
2,0.000001,0.2,16
2,0.000001,0.3,16
2,0.000001,0.4,16
2,0.000001,0.5,16
2,0.000001,0.6,16
2,0.000001,0.7,16
2,0.000001,0.8,16
2,0.000001,0.9,16
2,0.0000001,1,16
2,0.0000001,0,16
2,0.0000001,0.1,16
2,0.0000001,0.2,16
2,0.0000001,0.3,16
2,0.0000001,0.4,16
2,0.0000001,0.5,16
2,0.0000001,0.6,16
2,0.0000001,0.7,16
2,0.0000001,0.8,16
2,0.0000001,0.9,16
2,0.2,1,16
2,0.2,0,16
2,0.2,0.1,16
2,0.2,0.2,16
2,0.2,0.3,16
2,0.2,0.4,16
2,0.2,0.5,16
2,0.2,0.6,16
2,0.2,0.7,16
2,0.2,0.8,16
2,0.2,0.9,16
2,0.02,1,16
2,0.02,0,16
2,0.02,0.1,16
2,0.02,0.2,16
2,0.02,0.3,16
2,0.02,0.4,16
2,0.02,0.5,16
2,0.02,0.6,16
2,0.02,0.7,16
2,0.02,0.8,16
2,0.02,0.9,16
2,0.04,1,16
2,0.04,0,16
2,0.04,0.1,16
2,0.04,0.2,16
2,0.04,0.3,16
2,0.04,0.4,16
2,0.04,0.5,16
2,0.04,0.6,16
2,0.04,0.7,16
2,0.04,0.8,16
2,0.04,0.9,16
2,0.1,1,16
2,0.1,0,16
2,0.1,0.1,16
2,0.1,0.2,16
2,0.1,0.3,16
2,0.1,0.4,16
2,0.1,0.5,16
2,0.1,0.6,16
2,0.1,0.7,16
2,0.1,0.8,16
2,0.1,0.9,16
2,0.08,1,16
2,0.08,0,16
2,0.08,0.1,16
2,0.08,0.2,16
2,0.08,0.3,16
2,0.08,0.4,16
2,0.08,0.5,16
2,0.08,0.6,16
2,0.08,0.7,16
2,0.08,0.8,16
2,0.08,0.9,16
2,0.06,1,16
2,0.06,0,16
2,0.06,0.1,16
2,0.06,0.2,16
2,0.06,0.3,16
2,0.06,0.4,16
2,0.06,0.5,16
2,0.06,0.6,16
2,0.06,0.7,16
2,0.06,0.8,16
2,0.06,0.9,16
2,0.018,1,16
2,0.018,0,16
2,0.018,0.1,16
2,0.018,0.2,16
2,0.018,0.3,16
2,0.018,0.4,16
2,0.018,0.5,16
2,0.018,0.6,16
2,0.018,0.7,16
2,0.018,0.8,16
2,0.018,0.9,16
2,0.016,1,16
2,0.016,0,16
2,0.016,0.1,16
2,0.016,0.2,16
2,0.016,0.3,16
2,0.016,0.4,16
2,0.016,0.5,16
2,0.016,0.6,16
2,0.016,0.7,16
2,0.016,0.8,16
2,0.016,0.9,16
2,0.014,1,16
2,0.014,0,16
2,0.014,0.1,16
2,0.014,0.2,16
2,0.014,0.3,16
2,0.014,0.4,16
2,0.014,0.5,16
2,0.014,0.6,16
2,0.014,0.7,16
2,0.014,0.8,16
2,0.014,0.9,16
2,0.012,1,16
2,0.012,0,16
2,0.012,0.1,16
2,0.012,0.2,16
2,0.012,0.3,16
2,0.012,0.4,16
2,0.012,0.5,16
2,0.012,0.6,16
2,0.012,0.7,16
2,0.012,0.8,16
2,0.012,0.9,16
